Category,Food name en_GB,Food name en_US,Food name en_CA,Food name en_AU,Food name en_NZ,Food name en_IE,Overall status,Small portion desc,Large portion desc,Small portion oligos,Small portion fructose,Small portion polyols,Small portion lactose,Large portion oligos,Large portion fructose,Large portion polyols,Large portion lactose,Notes
drinks,Rum,Rum,Rum,Rum,Rum,Rum,high,15ml,30ml,low,high,low,low,low,high,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
bread_cereal_rice_pasta,Rye bread,Rye bread,Rye bread,Rye bread,Rye bread,Rye bread,high,One slice (43g),Two slices (86g),high,low,low,low,high,high,low,low,
bread_cereal_rice_pasta,Rye bread (dark),Rye bread (dark),Rye bread (dark),Rye bread (dark),Rye bread (dark),Rye bread (dark),high,One slice (43g),Two slices (86g),high,low,low,low,high,high,low,low,
snacks,Rye crispbread,Rye crispbread,Rye crispbread,Rye crispbread,Rye crispbread,Rye crispbread,high,One crispbread (10g),Two crispbreads (20g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Rye flour,Rye flour,Rye flour,Rye flour,Rye flour,Rye flour,high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Rye grains (sprouted),Rye grains (sprouted),Rye grains (sprouted),Rye grains (sprouted),Rye grains (sprouted),Rye grains (sprouted),high,One third of a cup (47g),Two thirds of a cup (95g),high,low,low,low,high,low,low,low,
condiments,Saffron,Saffron,Saffron,Saffron,Saffron,Saffron,low,Half packet (0.5g),One packet (1g),low,low,low,low,low,low,low,low,
condiments,Sage (fresh),Sage (fresh),Sage (fresh),Sage (fresh),Sage (fresh),Sage (fresh),low,Half a bunch (14g),One bunch (28g),low,low,low,low,low,low,low,low,
meat_fish_eggs,Salmon (canned in brine),Salmon (canned in brine),Salmon (canned in brine),Salmon (canned in brine),Salmon (canned in brine),Salmon (canned in brine),low,Half serve (40g),One serve (80g),low,low,low,low,low,low,low,low,
meat_fish_eggs,"Sardines (plain\\\\, canned in oil)","Sardines (plain\\\\, canned in oil)","Sardines (plain\\\\, canned in oil)","Sardines (plain\\\\, canned in oil)","Sardines (plain\\\\, canned in oil)","Sardines (plain\\\\, canned in oil)",low,Half serve (40g),One serve (75g),low,low,low,low,low,low,low,low,
snacks,Savory biscuit (plain),Savory cookie (plain),Savory cookie (plain),Savory biscuit (plain),Savory biscuit (plain),Savory biscuit (plain),low,One biscuit (9g),Two biscuits (18g),low,low,low,low,low,low,low,low,Larger servings (5 biscuits or more) should be avoided
snacks,Savory biscuit (wholemeal),Savory cookie (wholemeal),Savory cookie (wholemeal),Savory biscuit (wholemeal),Savory biscuit (wholemeal),Savory biscuit (wholemeal),low,One biscuit (9g),Two biscuits (18g),low,low,low,low,low,low,low,low,Larger servings (6 biscuits or more) should be avoided
fats_oils,Sesame oil,Sesame oil,Sesame oil,Sesame oil,Sesame oil,Sesame oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
nuts_seeds,Sesame seeds,Sesame seeds,Sesame seeds,Sesame seeds,Sesame seeds,Sesame seeds,low,Half a tablespoon (5g),One tablespoon (11g),low,low,low,low,low,low,low,low,Larger servings (66g or more) should be avoided
vegetables,Shallots,Shallots,Shallots,Shallots,Shallots,Shallots,high,Half a shallot (3g),One shallot (6g),high,low,low,low,high,low,low,low,
snacks,Shortbread biscuit,Shortbread cookie,Shortbread cookie,Shortbread biscuit,Shortbread biscuit,Shortbread biscuit,medium,One biscuit (13g),Two biscuits (26g),low,low,low,low,medium,low,low,low,Larger servings (3 biscuits or more) should be avoided
condiments,Shrimp paste,Shrimp paste,Shrimp paste,Shrimp paste,Shrimp paste,Shrimp paste,low,One teaspoon (5g),Two tablespoons (10g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Soba noodles (wheat and buckwheat),Soba noodles (wheat and buckwheat),Soba noodles (wheat and buckwheat),Soba noodles (wheat and buckwheat),Soba noodles (wheat and buckwheat),Soba noodles (wheat and buckwheat),low,Sixth of a cup (45g),Third of a cup (90g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Sourdough kamut bread (wholemeal),Sourdough kamut bread (wholemeal),Sourdough kamut bread (wholemeal),Sourdough kamut bread (wholemeal),Sourdough kamut bread (wholemeal),Sourdough kamut bread (wholemeal),high,One slice (30g),Two slices (60g),medium,high,low,low,high,high,low,low,
bread_cereal_rice_pasta,Sourdough oat bread,Sourdough oat bread,Sourdough oat bread,Sourdough oat bread,Sourdough oat bread,Sourdough oat bread,medium,One slice (26g),Two slices (52g),low,low,low,low,medium,low,low,low,
bread_cereal_rice_pasta,Sourdough rye bread (light),Sourdough rye bread (light),Sourdough rye bread (light),Sourdough rye bread (light),Sourdough rye bread (light),Sourdough rye bread (light),high,One slice (25g),Two slices (50g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Sourdough spelt bread,Sourdough spelt bread,Sourdough spelt bread,Sourdough spelt bread,Sourdough spelt bread,Sourdough spelt bread,low,One slice (26g),Two slices (52g),low,low,low,low,low,low,low,low,Always select sourdough spelt bread with a high percentage of spelt flour
nuts_seeds,Soy protein TVP (Textured Vegetable Protein),Soy protein TVP (Textured Vegetable Protein),Soy protein TVP (Textured Vegetable Protein),Soy protein TVP (Textured Vegetable Protein),Soy protein TVP (Textured Vegetable Protein),Soy protein TVP (Textured Vegetable Protein),high,One tablespoon (15g),Third of a cup (30g),high,low,low,low,high,low,low,low,
condiments,Soy sauce,Soy sauce,Soy sauce,Soy sauce,Soy sauce,Soy sauce,low,One tablespoon (21g),Two tablespoons (42g),low,low,low,low,low,low,low,low,Check ingredients and avoid if onion / garlic or other high FODMAP ingredients have been added
nuts_seeds,Soya beans (boiled),Soya beans (boiled),Soya beans (boiled),Soya beans (boiled),Soya beans (boiled),Soya beans (boiled),high,Quarter of a cup (43g),Half a cup (85g),high,low,low,low,high,low,low,low,
nuts_seeds,Soybean false chicken,Soybean false chicken,Soybean false chicken,Soybean false chicken,Soybean false chicken,Soybean false chicken,high,Half a cup (50g),One cup (100g),low,low,low,low,high,low,low,low,
vegetables,Spaghetti squash,Spaghetti squash,Spaghetti squash,Spaghetti squash,Spaghetti squash,Spaghetti squash,low,Half a cup (77g),One cup (155g),low,low,low,low,low,low,low,low,Larger servings (400g or more) should be avoided
vegetables,Spanish onion (red onion),Spanish onion (red onion),Spanish onion (red onion),Spanish onion (red onion),Spanish onion (red onion),Spanish onion (red onion),high,Quarter of an onion (22g),Half an onion (45g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Spelt flakes,Spelt flakes,Spelt flakes,Spelt flakes,Spelt flakes,Spelt flakes,high,Eighth of a cup (18g),Quarter of a cup (37g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Spelt flour (organic & sieved),Spelt flour (organic & sieved),Spelt flour (organic & sieved),Spelt flour (organic & sieved),Spelt flour (organic & sieved),Spelt flour (organic & sieved),low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Spelt flour (organic),Spelt flour (organic),Spelt flour (organic),Spelt flour (organic),Spelt flour (organic),Spelt flour (organic),high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Spelt flour (white),Spelt flour (white),Spelt flour (white),Spelt flour (white),Spelt flour (white),Spelt flour (white),high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Spelt flour (wholemeal),Spelt flour (wholemeal),Spelt flour (wholemeal),Spelt flour (wholemeal),Spelt flour (wholemeal),Spelt flour (wholemeal),high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Spelt pasta,Spelt pasta,Spelt pasta,Spelt pasta,Spelt pasta,Spelt pasta,high,Half a cup (74g),One cup (148g),low,low,low,low,high,low,low,low,
vegetables,Spinach (baby),Spinach (baby),Spinach (baby),Spinach (baby),Spinach (baby),Spinach (baby),low,Half a cup (19g),One cup (38g),low,low,low,low,low,low,low,low,Larger servings (143g or more) should be avoided
vegetables,Spinach (English),Spinach (English),Spinach (English),Spinach (English),Spinach (English),Spinach (English),low,One cup (38g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
nuts_seeds,Split peas (boiled),Split peas (boiled),Split peas (boiled),Split peas (boiled),Split peas (boiled),Split peas (boiled),high,Quarter of a cup (45g),Half a cup (90g),high,low,low,low,high,low,low,low,
vegetables,Spring greens,Collard greens,Collard greens,Collard greens (collards),Collard greens,Collard greens (collards),low,Half a cup (18g),One cup (36g),low,low,low,low,low,low,low,low,
vegetables,Spring onion (green tops),Scallions (green tops),Green onion./ spring onion (green tops),Spring onion (green tops),Spring onion (green tops),Scallions (green tops),low,Half a bunch (8g),One bunch (16g),low,low,low,low,low,low,low,low,Green tops are a low FODMAP ingredient but avoid eating the bulbs
vegetables,Spring onions (bulb),Scallions (bulb),Green onion./ spring onion (bulb),Spring onion (bulb),Spring onion (bulb),Scallions (bulb),high,Quarter of an onion (8g),Half an onion (16g),high,low,low,low,high,low,low,low,
vegetables,Pattypan squash,Pattypan squash,Pattypan squash,Pattypan squash,Pattypan squash,Pattypan squash,low,One squash (35g),Two squashes (70g),low,low,low,low,low,low,low,low,
condiments,Star anise,Star anise,Star anise,Star anise,Star anise,Star anise,low,One clove (1g),Two cloves (2g),low,low,low,low,low,low,low,low,
confectionery_sugars_sweeteners,Stevia powder,Stevia powder,Stevia powder,Stevia powder,Stevia powder,Stevia powder,low,One sachet (1g),Two sachets (2g),low,low,low,low,low,low,low,low,
fruit,Strawberry,Strawberry,Strawberry,Strawberry,Strawberry,Strawberry,low,Five medium strawberries (70g),Ten medium strawberries (140g),low,low,low,low,low,low,low,low,
condiments,Strawberry jam,Strawberry jam,Strawberry jam,Strawberry jam,Strawberry jam,Strawberry jam,low,One tablespoon (20g),Two tablespoons (40g),low,low,low,low,low,low,low,low,This applies to low FODMAP fruit jam sweetened with sucrose
vegetables,Sugar snap peas,Sugar snap peas,Sugar snap peas,Sugar snap peas,Sugar snap peas,Sugar snap peas,high,Quarter of a cup (30g),Half a cup (60g),low,high,low,low,low,high,low,low,
fruit,Sultanas,Sultanas,Sultanas,Sultanas,Sultanas,Sultanas,high,One tablespoon (13g),Two tablespoons (26g),high,high,low,low,high,high,low,low,
vegetables,Sun-dried tomatoes,Sun-dried tomatoes,Sun-dried tomatoes,Sun-dried tomatoes,Sun-dried tomatoes,Sun-dried tomatoes,medium,Two pieces (8g),Four pieces (16g),low,low,low,low,low,medium,low,low,Larger servings (20g or more) should be avoided
fats_oils,Sunflower oil,Sunflower oil,Sunflower oil,Sunflower oil,Sunflower oil,Sunflower oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
nuts_seeds,Sunflower seeds,Sunflower seeds,Sunflower seeds,Sunflower seeds,Sunflower seeds,Sunflower seeds,low,One teaspoon (3g),Two teaspoons (6g),low,low,low,low,low,low,low,low,Larger servings (70g or more) should be avoided
vegetables,Swede,Rutabaga (Swedish turnip),Rutabaga (Swedish turnip),Swede,Swede,Rutabaga (Swedish turnip),low,Half a cup (33g),One cup (65g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
condiments,Sweet and sour sauce,Sweet and sour sauce,Sweet and sour sauce,Sweet and sour sauce,Sweet and sour sauce,Sweet and sour sauce,low,One tablespoon (22g),Two tablespoons (44g),low,low,low,low,low,low,low,low,Check ingredients and avoid if onion / garlic or other high FODMAP ingredients have been added
vegetables,Sweet corn,Sweet corn,Sweet corn,Sweet corn,Sweet corn,Sweet corn,high,Half a cob (43g),One cob (85g),low,low,low,low,medium,low,high,low,
vegetables,Sweet corn (canned),Sweet corn (canned),Sweet corn (canned),Sweet corn (canned),Sweet corn (canned),Sweet corn (canned),high,One tablespoon (15g),One cup (85g),medium,low,low,low,high,low,low,low,
vegetables,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,Sweet potato,medium,Half a cup (70g),Two thirds of a cup (100g),low,low,low,low,low,low,medium,low,Larger servings should be avoided
condiments,Tahini paste,Tahini paste,Tahini paste,Tahini paste,Tahini paste,Tahini paste,high,One tablespoon (20g),Two tablespoons (40g),low,low,low,low,high,low,low,low,
fruit,Tamarillo,Tamarillo,Tamarillo,Tamarillo,Tamarillo,Tamarillo,high,One tamarillo (44g),Two tamarillos (88g),low,high,low,low,low,high,low,low,
bread_cereal_rice_pasta,Tapioca starch,Tapioca starch,Tapioca starch,Tapioca starch,Tapioca starch,Tapioca starch,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added
condiments,Tarragon,Tarragon,Tarragon,Tarragon,Tarragon,Tarragon,low,Half a cup (8g),One cup (16g),low,low,low,low,low,low,low,low,
drinks,"Tea (black tea\\\\, strong with cow's milk)","Tea (black tea\\\\, strong with cow's milk)","Tea (black tea\\\\, strong with cow's milk)","Tea (black tea\\\\, strong with cow's milk)","Tea (black tea\\\\, strong with cow's milk)","Tea (black tea\\\\, strong with cow's milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,Tea with one tablespoon of cow's milk can be tolerated by most individuals with IBS; caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, strong with low FODMAP milk)","Tea (black tea\\\\, strong with low FODMAP milk)","Tea (black tea\\\\, strong with low FODMAP milk)","Tea (black tea\\\\, strong with low FODMAP milk)","Tea (black tea\\\\, strong with low FODMAP milk)","Tea (black tea\\\\, strong with low FODMAP milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,This is low FODMAP if lactose free milk or soy milk (from soy protein) is used; caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, strong with soy bean milk)","Tea (black tea\\\\, strong with soy bean milk)","Tea (black tea\\\\, strong with soy bean milk)","Tea (black tea\\\\, strong with soy bean milk)","Tea (black tea\\\\, strong with soy bean milk)","Tea (black tea\\\\, strong with soy bean milk)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,Caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, strong)","Tea (black tea\\\\, strong)","Tea (black tea\\\\, strong)","Tea (black tea\\\\, strong)","Tea (black tea\\\\, strong)","Tea (black tea\\\\, strong)",medium,One teacup (180ml),One mug (250ml),low,low,low,low,medium,low,low,low,Caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, weak with cow's milk)","Tea (black tea\\\\, weak with cow's milk)","Tea (black tea\\\\, weak with cow's milk)","Tea (black tea\\\\, weak with cow's milk)","Tea (black tea\\\\, weak with cow's milk)","Tea (black tea\\\\, weak with cow's milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,Tea with one tablespoon of cow's milk can be tolerated by most individuals with IBS; caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, weak with low FODMAP milk)","Tea (black tea\\\\, weak with low FODMAP milk)","Tea (black tea\\\\, weak with low FODMAP milk)","Tea (black tea\\\\, weak with low FODMAP milk)","Tea (black tea\\\\, weak with low FODMAP milk)","Tea (black tea\\\\, weak with low FODMAP milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,This is low FODMAP if lactose free milk or soy milk (from soy protein) is used; caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, weak with soy bean milk)","Tea (black tea\\\\, weak with soy bean milk)","Tea (black tea\\\\, weak with soy bean milk)","Tea (black tea\\\\, weak with soy bean milk)","Tea (black tea\\\\, weak with soy bean milk)","Tea (black tea\\\\, weak with soy bean milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,Tea with one tablespoon of soy milk can be tolerated by most individuals with IBS; caffeine can trigger symptoms when consumed in excess
drinks,"Tea (black tea\\\\, weak)","Tea (black tea\\\\, weak)","Tea (black tea\\\\, weak)","Tea (black tea\\\\, weak)","Tea (black tea\\\\, weak)","Tea (black tea\\\\, weak)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,Caffeine can trigger symptoms when consumed in excess
drinks,"Tea (camomile\\\\, strong) ","Tea (chamomile\\\\, strong) ","Tea (chamomile\\\\, strong) ","Tea (camomile\\\\, strong) ","Tea (camomile\\\\, strong) ","Tea (camomile\\\\, strong) ",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,
drinks,"Tea (camomile\\\\, weak) ","Tea (chamomile\\\\, weak) ","Tea (chamomile\\\\, weak) ","Tea (camomile\\\\, weak) ","Tea (camomile\\\\, weak) ","Tea (camomile\\\\, weak) ",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (chai\\\\, strong with cow's milk)","Tea (chai\\\\, strong with cow's milk)","Tea (chai\\\\, strong with cow's milk)","Tea (chai\\\\, strong with cow's milk)","Tea (chai\\\\, strong with cow's milk)","Tea (chai\\\\, strong with cow's milk)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (chai\\\\, strong with low FODMAP milk)","Tea (chai\\\\, strong with low FODMAP milk)","Tea (chai\\\\, strong with low FODMAP milk)","Tea (chai\\\\, strong with low FODMAP milk)","Tea (chai\\\\, strong with low FODMAP milk)","Tea (chai\\\\, strong with low FODMAP milk)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (chai\\\\, strong with soy bean milk)","Tea (chai\\\\, strong with soy bean milk)","Tea (chai\\\\, strong with soy bean milk)","Tea (chai\\\\, strong with soy bean milk)","Tea (chai\\\\, strong with soy bean milk)","Tea (chai\\\\, strong with soy bean milk)",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,
drinks,"Tea (chai\\\\, strong)","Tea (chai\\\\, strong)","Tea (chai\\\\, strong)","Tea (chai\\\\, strong)","Tea (chai\\\\, strong)","Tea (chai\\\\, strong)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (chai\\\\, weak with cow's milk)","Tea (chai\\\\, weak with cow's milk)","Tea (chai\\\\, weak with cow's milk)","Tea (chai\\\\, weak with cow's milk)","Tea (chai\\\\, weak with cow's milk)","Tea (chai\\\\, weak with cow's milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,Tea with one tablespoon of cow's milk can be tolerated by most individuals with IBS
drinks,"Tea (chai\\\\, weak with low FODMAP milk)","Tea (chai\\\\, weak with low FODMAP milk)","Tea (chai\\\\, weak with low FODMAP milk)","Tea (chai\\\\, weak with low FODMAP milk)","Tea (chai\\\\, weak with low FODMAP milk)","Tea (chai\\\\, weak with low FODMAP milk)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,This is low FODMAP if lactose free milk or soy milk (from soy protein) is used
drinks,"Tea (chai\\\\, weak with soy bean milk)","Tea (chai\\\\, weak with soy bean milk)","Tea (chai\\\\, weak with soy bean milk)","Tea (chai\\\\, weak with soy bean milk)","Tea (chai\\\\, weak with soy bean milk)","Tea (chai\\\\, weak with soy bean milk)",medium,One teacup (180ml),One mug (250ml),low,low,low,low,medium,low,low,low,
drinks,"Tea (chai\\\\, weak)","Tea (chai\\\\, weak)","Tea (chai\\\\, weak)","Tea (chai\\\\, weak)","Tea (chai\\\\, weak)","Tea (chai\\\\, weak)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (chrysanthemum\\\\, strong)","Tea (chrysanthemum\\\\, strong)","Tea (chrysanthemum\\\\, strong)","Tea (chrysanthemum\\\\, strong)","Tea (chrysanthemum\\\\, strong)","Tea (chrysanthemum\\\\, strong)",medium,One teacup (180ml),One mug (250ml),low,low,low,low,medium,low,low,low,
drinks,"Tea (chrysanthemum\\\\, weak)","Tea (chrysanthemum\\\\, weak)","Tea (chrysanthemum\\\\, weak)","Tea (chrysanthemum\\\\, weak)","Tea (chrysanthemum\\\\, weak)","Tea (chrysanthemum\\\\, weak)",medium,One teacup (180ml),One mug (250ml),low,low,low,low,medium,low,low,low,
drinks,"Tea (dandelion\\\\, strong)","Tea (dandelion\\\\, strong)","Tea (dandelion\\\\, strong)","Tea (dandelion\\\\, strong)","Tea (dandelion\\\\, strong)","Tea (dandelion\\\\, strong)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (dandelion\\\\, weak)","Tea (dandelion\\\\, weak)","Tea (dandelion\\\\, weak)","Tea (dandelion\\\\, weak)","Tea (dandelion\\\\, weak)","Tea (dandelion\\\\, weak)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (fennel\\\\, strong)","Tea (fennel\\\\, strong)","Tea (fennel\\\\, strong)","Tea (fennel\\\\, strong)","Tea (fennel\\\\, strong)","Tea (fennel\\\\, strong)",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,
drinks,"Tea (fennel\\\\, weak)","Tea (fennel\\\\, weak)","Tea (fennel\\\\, weak)","Tea (fennel\\\\, weak)","Tea (fennel\\\\, weak)","Tea (fennel\\\\, weak)",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,
drinks,"Tea (green\\\\, strong)","Tea (green\\\\, strong)","Tea (green\\\\, strong)","Tea (green\\\\, strong)","Tea (green\\\\, strong)","Tea (green\\\\, strong)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (herbal\\\\, strong)","Tea (herbal\\\\, strong)","Tea (herbal\\\\, strong)","Tea (herbal\\\\, strong)","Tea (herbal\\\\, strong)","Tea (herbal\\\\, strong)",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,This assessment applies to fruit and floral based tea containing chicory root
drinks,"Tea (herbal\\\\, weak)","Tea (herbal\\\\, weak)","Tea (herbal\\\\, weak)","Tea (herbal\\\\, weak)","Tea (herbal\\\\, weak)","Tea (herbal\\\\, weak)",medium,One teacup (180ml),One mug (250ml),low,low,low,low,medium,low,low,low,This assessment applies to fruit and floral based tea containing chicory root
drinks,"Tea (oolong\\\\, strong)","Tea (oolong\\\\, strong)","Tea (oolong\\\\, strong)","Tea (oolong\\\\, strong)","Tea (oolong\\\\, strong)","Tea (oolong\\\\, strong)",high,One teacup (180ml),One mug (250ml),high,low,low,low,high,low,low,low,
drinks,"Tea (oolong\\\\, weak)","Tea (oolong\\\\, weak)","Tea (oolong\\\\, weak)","Tea (oolong\\\\, weak)","Tea (oolong\\\\, weak)","Tea (oolong\\\\, weak)",high,One teacup (180ml),One mug (250ml),medium,low,low,low,high,low,low,low,
drinks,"Tea (peppermint\\\\, strong)","Tea (peppermint\\\\, strong)","Tea (peppermint\\\\, strong)","Tea (peppermint\\\\, strong)","Tea (peppermint\\\\, strong)","Tea (peppermint\\\\, strong)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (white tea\\\\, strong)","Tea (white tea\\\\, strong)","Tea (white tea\\\\, strong)","Tea (white tea\\\\, strong)","Tea (white tea\\\\, strong)","Tea (white tea\\\\, strong)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (redbush / rooibos\\\\, weak)","Tea (redbush / rooibos\\\\, weak)","Tea (redbush / rooibos\\\\, weak)","Tea (redbush / rooibos\\\\, weak)","Tea (redbush / rooibos\\\\, weak)","Tea (redbush / rooibos\\\\, weak)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
drinks,"Tea (redbush / rooibos\\\\, strong)","Tea (redbush / rooibos\\\\, strong)","Tea (redbush / rooibos\\\\, strong)","Tea (redbush / rooibos\\\\, strong)","Tea (redbush / rooibos\\\\, strong)","Tea (redbush / rooibos\\\\, strong)",low,One teacup (180ml),One mug (250ml),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Teff flour,Teff flour,Teff flour,Teff flour,Teff flour,Teff flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
nuts_seeds,Tempeh (plain),Tempeh (plain),Tempeh (plain),Tempeh (plain),Tempeh (plain),Tempeh (plain),low,Half slice 4x11x2.5cm (50g),One slice 4x11x2.5cm (100g),low,low,low,low,low,low,low,low,Larger servings (220g or more) should be avoided
condiments,Thai basil,Thai basil,Thai basil,Thai basil,Thai basil,Thai basil,low,One cup (80g),Two cups (160g),low,low,low,low,low,low,low,low,Very large servings (2kg or more) should be avoided
condiments,Thyme (fresh),Thyme (fresh),Thyme (fresh),Thyme (fresh),Thyme (fresh),Thyme (fresh),low,Half a cup (8g),One cup (16g),low,low,low,low,low,low,low,low,
nuts_seeds,Tiger nuts,Tiger nuts,Tiger nuts,Tiger nuts,Tiger nuts,Tiger nuts,low,One handful (20g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
nuts_seeds,"Tofu (firm\\\\, drained)","Tofu (firm\\\\, drained)","Tofu (firm\\\\, drained)","Tofu (firm\\\\, drained)","Tofu (firm\\\\, drained)","Tofu (firm\\\\, drained)",low,Third of a cup (80g),Two thirds of a cup (160g),low,low,low,low,low,low,low,low,
nuts_seeds,Tofu (plain),Tofu (plain),Tofu (plain),Tofu (plain),Tofu (plain),Tofu (plain),low,Third of a cup (85g),Two thirds of a cup (170g),low,low,low,low,low,low,low,low,
nuts_seeds,Tofu (silken),Tofu (silken),Tofu (silken),Tofu (silken),Tofu (silken),Tofu (silken),high,Third of a cup (75g),Two thirds of a cup (150g),high,low,low,low,high,low,low,low,
vegetables,Tomato (canned),Tomato (canned),Tomato (canned),Tomato (canned),Tomato (canned),Tomato (canned),low,Quarter of a cup (46g),Half a cup (92g),low,low,low,low,low,low,low,low,Larger servings (115g or more) should be avoided
vegetables,Tomato (cherry),Tomato (cherry),Tomato (cherry),Tomato (cherry),Tomato (cherry),Tomato (cherry),low,Two cherry tomatoes (34g),Four cherry tomatoes (68g),low,low,low,low,low,low,low,low,Larger servings (13 cherry tomatoes or more) should be avoided
vegetables,Tomato (common),Tomato (common),Tomato (common),Tomato (common),Tomato (common),Tomato (common),low,Half a small tomato (59g),One small tomato (119g),low,low,low,low,low,low,low,low,
vegetables,Tomato (plum / Roma),Tomato (Roma),Tomato (Roma),Tomato (Roma),Tomato (Roma),Tomato (plum / Roma),low,Half a small tomato (23g),One small tomato (46g),low,low,low,low,low,low,low,low,Larger servings (250g or more) should be avoided
condiments,Tomato purée,Tomato paste,Tomato paste,Tomato paste (purée),Tomato paste (purée),Tomato purée,low,One tablespoon (14g),Two tablespoons (28g),low,low,low,low,low,low,low,low,
condiments,Tomato sauce,Tomato sauce,Tomato sauce,Tomato sauce,Tomato sauce,Tomato sauce,low,One sachet (6g),Two sachets (13g),low,low,low,low,low,low,low,low,Larger servings (26g or more) should be avoided; check ingredients and avoid if high FODMAP ingredients have been added
snacks,Tortilla corn chips,Tortilla corn chips,Tortilla corn chips,Tortilla corn chips,Tortilla corn chips,Tortilla corn chips,low,Half a small packet (25g),One small packet (50g),low,low,low,low,low,low,low,low,
drinks,Tropical juice (35% apple juice),Tropical juice (35% apple juice),Tropical juice (35% apple juice),Tropical juice (35% apple juice),Tropical juice (35% apple juice),Tropical juice (35% apple juice),high,Half a glass - 100ml (105g),One glass - 200ml (210g),low,high,medium,low,low,high,high,low,
